Combination,Retrieved,Relevant,Rel_ret,Trunc_ret,11-pt Avg,3-pt Avg,Recall_Exact,Precision_Exact,Truncated_Precision_Exact
ntn.bnc,6750,1837,684,6581,0.2209,0.2079,0.4155,0.1013,0.1110
lnn.bnc,6750,1837,535,6654,0.1735,0.1571,0.3152,0.0793,0.0861
ltn.bnc,6750,1837,877,6321,0.3604,0.3541,0.5319,0.1299,0.1660
ltc.bnc,6750,1837,997,6066,0.4227,0.4155,0.6017,0.1477,0.2105
lnc.bnc,6750,1837,826,6337,0.3392,0.3232,0.5143,0.1224,0.1564
bnn.bnc,6750,1837,624,6600,0.2218,0.2057,0.3733,0.0924,0.1070
btc.bnc,6750,1837,967,6117,0.4024,0.3969,0.5909,0.1433,0.2012
btn.bnc,6750,1837,890,6270,0.3678,0.3619,0.5406,0.1319,0.1724
bnc.bnc,6750,1837,800,6367,0.3243,0.3088,0.4998,0.1185,0.1491
atc.bnc,6750,1837,890,6240,0.3675,0.3578,0.5481,0.1319,0.1765
atn.bnc,6750,1837,879,6207,0.3877,0.3773,0.5440,0.1302,0.1827
anc.bnc,6750,1837,714,6471,0.2828,0.2705,0.4524,0.1058,0.1240
ann.bnc,6750,1837,731,6513,0.2859,0.2714,0.4455,0.1083,0.1336
nnn.atc,6750,1837,688,6573,0.2249,0.2111,0.4171,0.1019,0.1126
nnc.atc,6750,1837,991,6090,0.4111,0.4033,0.6055,0.1468,0.2069
ntc.atc,6750,1837,1038,6047,0.4355,0.4320,0.6206,0.1538,0.2186
ntn.atc,6750,1837,896,6349,0.3531,0.3478,0.5424,0.1327,0.1648
lnn.atc,6750,1837,879,6326,0.3600,0.3535,0.5318,0.1302,0.1661
ltn.atc,6750,1837,957,6183,0.3977,0.3934,0.5758,0.1418,0.1887
ltc.atc,6750,1837,1019,5970,0.4386,0.4326,0.6150,0.1510,0.2211
lnc.atc,6750,1837,1023,6005,0.4508,0.4482,0.6210,0.1516,0.2253
bnn.atc,6750,1837,887,6269,0.3683,0.3615,0.5379,0.1314,0.1720
btc.atc,6750,1837,998,6011,0.4221,0.4172,0.6051,0.1479,0.2132
btn.atc,6750,1837,934,6160,0.3919,0.3875,0.5674,0.1384,0.1869
bnc.atc,6750,1837,1001,6039,0.4405,0.4382,0.6079,0.1483,0.2198
atc.atc,6750,1837,911,6125,0.3858,0.3779,0.5594,0.1350,0.1882
atn.atc,6750,1837,888,6113,0.3815,0.3712,0.5478,0.1316,0.1886
anc.atc,6750,1837,930,6154,0.4056,0.3986,0.5682,0.1378,0.1953
ann.atc,6750,1837,875,6209,0.3866,0.3755,0.5412,0.1296,0.1815
nnn.atn,6750,1837,688,6573,0.2249,0.2111,0.4171,0.1019,0.1126
nnc.atn,6750,1837,991,6090,0.4111,0.4033,0.6055,0.1468,0.2069
ntc.atn,6750,1837,1038,6047,0.4355,0.4320,0.6206,0.1538,0.2186
ntn.atn,6750,1837,896,6349,0.3531,0.3478,0.5424,0.1327,0.1648
lnn.atn,6750,1837,879,6326,0.3600,0.3535,0.5318,0.1302,0.1661
ltn.atn,6750,1837,957,6183,0.3977,0.3934,0.5758,0.1418,0.1887
ltc.atn,6750,1837,1019,5970,0.4386,0.4326,0.6150,0.1510,0.2211
lnc.atn,6750,1837,1023,6005,0.4508,0.4482,0.6210,0.1516,0.2253
bnn.atn,6750,1837,887,6269,0.3683,0.3615,0.5379,0.1314,0.1720
btc.atn,6750,1837,998,6011,0.4221,0.4172,0.6051,0.1479,0.2132
btn.atn,6750,1837,934,6160,0.3919,0.3875,0.5674,0.1384,0.1869
bnc.atn,6750,1837,1001,6039,0.4405,0.4382,0.6079,0.1483,0.2198
atc.atn,6750,1837,911,6125,0.3858,0.3779,0.5594,0.1350,0.1882
atn.atn,6750,1837,888,6113,0.3815,0.3712,0.5478,0.1316,0.1886
anc.atn,6750,1837,930,6154,0.4056,0.3986,0.5682,0.1378,0.1953
ann.atn,6750,1837,875,6209,0.3866,0.3755,0.5412,0.1296,0.1815
nnn.anc,6750,1837,192,6750,0.0473,0.0416,0.1121,0.0284,0.0284
nnc.anc,6750,1837,730,6485,0.2983,0.2843,0.4511,0.1081,0.1288
ntc.anc,6750,1837,967,6251,0.4078,0.3995,0.5743,0.1433,0.1864
ntn.anc,6750,1837,688,6573,0.2249,0.2111,0.4171,0.1019,0.1126
lnn.anc,6750,1837,536,6655,0.1739,0.1586,0.3166,0.0794,0.0862
ltn.anc,6750,1837,879,6326,0.3600,0.3535,0.5318,0.1302,0.1661
ltc.anc,6750,1837,997,6065,0.4232,0.4166,0.6012,0.1477,0.2097
lnc.anc,6750,1837,830,6324,0.3393,0.3248,0.5179,0.1230,0.1579
bnn.anc,6750,1837,626,6599,0.2224,0.2071,0.3728,0.0927,0.1073
